Cluster_Rep.ID	Member_ID
Seq_1404	Seq_1402,Seq_1403,Seq_1625,Seq_1629,Seq_1632,Seq_1633,Seq_1634,Seq_1685,Seq_1688,Seq_1689,Seq_1693,Seq_1696,Seq_1943,Seq_1946,Seq_1950,Seq_1997,Seq_1999,Seq_2002,Seq_2039,Seq_2043,Seq_2053,Seq_2056,Seq_2057,Seq_2150,Seq_2152
Seq_1220674	Seq_1220658,Seq_1220814,Seq_1220817,Seq_1220922,Seq_1220925,Seq_1220965,Seq_1220968,Seq_1220971,Seq_1221041,Seq_1221044,Seq_1221100,Seq_1221103,Seq_1221129,Seq_1221132,Seq_1221172,Seq_1221174,Seq_1221177,Seq_1221209,Seq_1221212,Seq_1221215,Seq_1221242,Seq_1221245,Seq_1221248,Seq_1221571,Seq_1221574
Seq_1546277	Seq_1546276,Seq_1546287,Seq_1546399,Seq_1546403,Seq_1546405,Seq_1546409,Seq_1546413,Seq_1546426,Seq_1546430,Seq_1546436,Seq_1546445,Seq_1546462,Seq_1546469,Seq_1546470,Seq_1546528,Seq_1546532,Seq_1546534,Seq_1546544,Seq_1546545,Seq_1546563,Seq_1546749,Seq_1546761,Seq_1546763,Seq_1547171
Seq_556973	Seq_556964,Seq_556970,Seq_556972,Seq_557005,Seq_557010,Seq_557012,Seq_557013,Seq_557035,Seq_557041,Seq_557043,Seq_557044,Seq_557094,Seq_557097,Seq_557101,Seq_557102,Seq_557110,Seq_557115,Seq_557116,Seq_557117,Seq_557191,Seq_557217,Seq_557250,Seq_557253,Seq_557255
Seq_1739781	Seq_1739779,Seq_1739780,Seq_1739784,Seq_1739785,Seq_1739787,Seq_1739805,Seq_1739808,Seq_1739810,Seq_1739812,Seq_1739816,Seq_1739820,Seq_1739865,Seq_1739866,Seq_1739868,Seq_1739871,Seq_1739872,Seq_1739877,Seq_1740003,Seq_1740005,Seq_1740012,Seq_1740017,Seq_1740019,Seq_1740132
Seq_928551	Seq_928541,Seq_928582,Seq_928642,Seq_928643,Seq_928645,Seq_928871,Seq_928880,Seq_928896,Seq_928899,Seq_929054,Seq_929067,Seq_929068,Seq_929070,Seq_929227,Seq_929332,Seq_929335,Seq_929336,Seq_929340,Seq_929353,Seq_929355,Seq_929374,Seq_929538,Seq_929572
Seq_190982	Seq_190981,Seq_190997,Seq_191007,Seq_191011,Seq_191013,Seq_191016,Seq_191019,Seq_191087,Seq_191089,Seq_191176,Seq_191179,Seq_191180,Seq_191183,Seq_191185,Seq_191192,Seq_191263,Seq_191265,Seq_191267,Seq_191272,Seq_191343,Seq_191346,Seq_191358,Seq_191359
Seq_907505	Seq_907501,Seq_907608,Seq_907630,Seq_907633,Seq_907638,Seq_907639,Seq_907679,Seq_907680,Seq_907683,Seq_907686,Seq_907689,Seq_907691,Seq_907692,Seq_907700,Seq_907759,Seq_907764,Seq_907767,Seq_907772,Seq_907774,Seq_908320,Seq_908324,Seq_908329,Seq_908330
Seq_1244234	Seq_1244184,Seq_1244187,Seq_1244192,Seq_1244196,Seq_1244201,Seq_1244207,Seq_1244209,Seq_1244212,Seq_1244213,Seq_1244216,Seq_1244219,Seq_1244222,Seq_1244225,Seq_1244226,Seq_1244231,Seq_1244232,Seq_1244351,Seq_1244354,Seq_1244356,Seq_1244359,Seq_1244362,Seq_1244364
Seq_592152	Seq_592147,Seq_592149,Seq_592208,Seq_592210,Seq_592212,Seq_592215,Seq_592281,Seq_592284,Seq_592287,Seq_592290,Seq_592317,Seq_592320,Seq_592323,Seq_592326,Seq_592358,Seq_592361,Seq_592364,Seq_592367,Seq_592399,Seq_592400,Seq_592402,Seq_592405
Seq_975835	Seq_975831,Seq_975871,Seq_975874,Seq_975875,Seq_975949,Seq_975952,Seq_975953,Seq_976008,Seq_976022,Seq_976046,Seq_976048,Seq_976073,Seq_976076,Seq_976077,Seq_976079,Seq_976101,Seq_976159,Seq_976217,Seq_976255,Seq_976286,Seq_976288
Seq_1220491	Seq_1220474,Seq_1220476,Seq_1220477,Seq_1220480,Seq_1220483,Seq_1220490,Seq_1220641,Seq_1220699,Seq_1220700,Seq_1220702,Seq_1220705,Seq_1220707,Seq_1220712,Seq_1220779,Seq_1220856,Seq_1220859,Seq_1220862,Seq_1220865,Seq_1220867,Seq_1220868,Seq_1221278
Seq_1328476	Seq_1328493,Seq_1328494,Seq_1328497,Seq_1328529,Seq_1328532,Seq_1328535,Seq_1328540,Seq_1328542,Seq_1328543,Seq_1328606,Seq_1328608,Seq_1328615,Seq_1328617,Seq_1328618,Seq_1328676,Seq_1328679,Seq_1328683,Seq_1328722,Seq_1328724,Seq_1328725,Seq_1328738
Seq_484918	Seq_484917,Seq_484935,Seq_484936,Seq_484958,Seq_484960,Seq_484963,Seq_484966,Seq_485005,Seq_485012,Seq_485015,Seq_485018,Seq_485064,Seq_485067,Seq_485068,Seq_485070,Seq_485073,Seq_485076,Seq_485120,Seq_485129,Seq_485132,Seq_485135
Seq_260179	Seq_260170,Seq_260173,Seq_260176,Seq_260194,Seq_260196,Seq_260209,Seq_260211,Seq_260213,Seq_260267,Seq_260270,Seq_260273,Seq_260276,Seq_260326,Seq_260329,Seq_260332,Seq_260335,Seq_260389,Seq_260391,Seq_260414,Seq_260416
Seq_95681	Seq_95678,Seq_95713,Seq_95717,Seq_95745,Seq_95748,Seq_95751,Seq_95754,Seq_95757,Seq_95789,Seq_95796,Seq_95799,Seq_95820,Seq_95825,Seq_95828,Seq_95831,Seq_95871,Seq_95876,Seq_95879,Seq_95882,Seq_96031
Seq_1244068	Seq_1244063,Seq_1244065,Seq_1244095,Seq_1244101,Seq_1244138,Seq_1244140,Seq_1244145,Seq_1244146,Seq_1244151,Seq_1244154,Seq_1244235,Seq_1244238,Seq_1244241,Seq_1244251,Seq_1244257,Seq_1244261,Seq_1244263,Seq_1244268,Seq_1244271,Seq_1244274
Seq_1042299	Seq_1042292,Seq_1042296,Seq_1042297,Seq_1042374,Seq_1042378,Seq_1042379,Seq_1042381,Seq_1042415,Seq_1042418,Seq_1042421,Seq_1042424,Seq_1042431,Seq_1042470,Seq_1042474,Seq_1042475,Seq_1042477,Seq_1042521,Seq_1042522,Seq_1042525
Seq_511318	Seq_511302,Seq_511305,Seq_511308,Seq_511311,Seq_511314,Seq_511315,Seq_511360,Seq_511363,Seq_511366,Seq_511369,Seq_511372,Seq_511375,Seq_511377,Seq_511379,Seq_511438,Seq_511443,Seq_511446,Seq_511449,Seq_511452
Seq_1234839	Seq_1234837,Seq_1234871,Seq_1234873,Seq_1234875,Seq_1234877,Seq_1234880,Seq_1234956,Seq_1234957,Seq_1234960,Seq_1234963,Seq_1234966,Seq_1234969,Seq_1235043,Seq_1235045,Seq_1235048,Seq_1235051,Seq_1235054,Seq_1235057,Seq_1235059
Seq_1404649	Seq_1404632,Seq_1404635,Seq_1404638,Seq_1404641,Seq_1404644,Seq_1404647,Seq_1404687,Seq_1404690,Seq_1404693,Seq_1404696,Seq_1404703,Seq_1404745,Seq_1404748,Seq_1404751,Seq_1404754,Seq_1404758,Seq_1404783,Seq_1404786,Seq_1404800
Seq_1510563	Seq_1510528,Seq_1510537,Seq_1510539,Seq_1510541,Seq_1510545,Seq_1510548,Seq_1510551,Seq_1510554,Seq_1510556,Seq_1510561,Seq_1510562,Seq_1510653,Seq_1510655,Seq_1510658,Seq_1510661,Seq_1510687,Seq_1510689,Seq_1510692
Seq_260262	Seq_260248,Seq_260251,Seq_260254,Seq_260257,Seq_260309,Seq_260312,Seq_260314,Seq_260317,Seq_260321,Seq_260365,Seq_260368,Seq_260371,Seq_260374,Seq_260377,Seq_260382,Seq_260407,Seq_260409,Seq_260422
Seq_531493	Seq_531492,Seq_531502,Seq_531504,Seq_531506,Seq_531526,Seq_531531,Seq_531545,Seq_531548,Seq_531551,Seq_531556,Seq_531598,Seq_531601,Seq_531604,Seq_531608,Seq_531611,Seq_531631,Seq_531633,Seq_531635
Seq_1510336	Seq_1510374,Seq_1510499,Seq_1510502,Seq_1510505,Seq_1510583,Seq_1510587,Seq_1510590,Seq_1510593,Seq_1510596,Seq_1510600,Seq_1510667,Seq_1510671,Seq_1510696,Seq_1510698,Seq_1510713,Seq_1510720,Seq_1510724
Seq_1352267	Seq_1352246,Seq_1352249,Seq_1352260,Seq_1352264,Seq_1352297,Seq_1352300,Seq_1352307,Seq_1352308,Seq_1352327,Seq_1352330,Seq_1352336,Seq_1352374,Seq_1352380,Seq_1352422,Seq_1352446,Seq_1352449,Seq_1352464
Seq_33740	Seq_33726,Seq_33730,Seq_33732,Seq_33735,Seq_33773,Seq_33775,Seq_33776,Seq_33778,Seq_33780,Seq_33826,Seq_33828,Seq_33831,Seq_33834,Seq_33837,Seq_33840,Seq_33843,Seq_33874
Seq_532697	Seq_532691,Seq_532694,Seq_532704,Seq_532707,Seq_532710,Seq_532715,Seq_532719,Seq_532744,Seq_532748,Seq_532751,Seq_532756,Seq_532787,Seq_532790,Seq_532794,Seq_532797,Seq_532801,Seq_532802
Seq_775994	Seq_775980,Seq_775983,Seq_775986,Seq_775989,Seq_775992,Seq_776021,Seq_776024,Seq_776027,Seq_776030,Seq_776033,Seq_776035,Seq_776072,Seq_776076,Seq_776078,Seq_776081,Seq_776084,Seq_776087
Seq_1604742	Seq_1604739,Seq_1604741,Seq_1604750,Seq_1604753,Seq_1604756,Seq_1604757,Seq_1604792,Seq_1604794,Seq_1604797,Seq_1604798,Seq_1604821,Seq_1604824,Seq_1604827,Seq_1604830,Seq_1604832,Seq_1604873,Seq_1604885
Seq_995082	Seq_995081,Seq_995132,Seq_995174,Seq_995177,Seq_995180,Seq_995185,Seq_995198,Seq_995201,Seq_995204,Seq_995208,Seq_995244,Seq_995247,Seq_995250,Seq_995253,Seq_995257,Seq_995258
Seq_369979	Seq_369967,Seq_369973,Seq_369975,Seq_369996,Seq_370002,Seq_370004,Seq_370008,Seq_370046,Seq_370048,Seq_370061,Seq_370063,Seq_370070,Seq_370073,Seq_370077,Seq_370078,Seq_370083
Seq_1042361	Seq_1042356,Seq_1042357,Seq_1042403,Seq_1042439,Seq_1042441,Seq_1042443,Seq_1042448,Seq_1042452,Seq_1042454,Seq_1042483,Seq_1042485,Seq_1042488,Seq_1042491,Seq_1042492,Seq_1042495,Seq_1042497
Seq_1234830	Seq_1234821,Seq_1234862,Seq_1234865,Seq_1234929,Seq_1234931,Seq_1234934,Seq_1234937,Seq_1234939,Seq_1234942,Seq_1234947,Seq_1235017,Seq_1235019,Seq_1235024,Seq_1235029,Seq_1235032,Seq_1235035
Seq_61415	Seq_61414,Seq_61434,Seq_61437,Seq_61465,Seq_61468,Seq_61505,Seq_61509,Seq_61512,Seq_61560,Seq_61563,Seq_61597,Seq_61600,Seq_61628,Seq_61631,Seq_61634,Seq_61806
Seq_1144538	Seq_1144531,Seq_1144532,Seq_1144536,Seq_1144580,Seq_1144583,Seq_1144588,Seq_1144591,Seq_1144611,Seq_1144613,Seq_1144617,Seq_1144620,Seq_1144654,Seq_1144656,Seq_1144657,Seq_1144661,Seq_1144663
Seq_1404531	Seq_1404554,Seq_1404557,Seq_1404591,Seq_1404593,Seq_1404596,Seq_1404599,Seq_1404650,Seq_1404652,Seq_1404655,Seq_1404658,Seq_1404661,Seq_1404710,Seq_1404713,Seq_1404768,Seq_1404794,Seq_1405248
Seq_387253	Seq_387250,Seq_387252,Seq_387275,Seq_387277,Seq_387278,Seq_387279,Seq_387280,Seq_387284,Seq_387286,Seq_387287,Seq_387288,Seq_387343,Seq_387345,Seq_387346,Seq_387347
Seq_1187420	Seq_1187414,Seq_1187416,Seq_1187418,Seq_1187419,Seq_1187424,Seq_1187425,Seq_1187427,Seq_1187446,Seq_1187447,Seq_1187448,Seq_1187449,Seq_1187453,Seq_1187621,Seq_1187654,Seq_1187655
Seq_271009	Seq_270995,Seq_271000,Seq_271002,Seq_271004,Seq_271006,Seq_271007,Seq_271033,Seq_271239,Seq_271242,Seq_271317,Seq_271320,Seq_271321,Seq_271344,Seq_271351,Seq_271353
Seq_262985	Seq_262981,Seq_262984,Seq_263012,Seq_263014,Seq_263016,Seq_263042,Seq_263048,Seq_263050,Seq_263051,Seq_263088,Seq_263093,Seq_263098,Seq_263100,Seq_263101,Seq_263106
Seq_1732942	Seq_1732933,Seq_1732936,Seq_1732939,Seq_1732966,Seq_1732968,Seq_1732993,Seq_1732996,Seq_1732999,Seq_1733002,Seq_1733005,Seq_1733007,Seq_1733035,Seq_1733038,Seq_1733041,Seq_1733045
Seq_1206816	Seq_1206805,Seq_1206810,Seq_1206813,Seq_1206828,Seq_1206832,Seq_1206834,Seq_1206848,Seq_1206853,Seq_1206856,Seq_1206858,Seq_1206878,Seq_1206883,Seq_1206886,Seq_1206888,Seq_1206889
Seq_1128586	Seq_1128583,Seq_1128584,Seq_1128611,Seq_1128613,Seq_1128617,Seq_1128619,Seq_1128622,Seq_1128655,Seq_1128656,Seq_1128659,Seq_1128660,Seq_1128677,Seq_1128679,Seq_1128681
Seq_1127096	Seq_1127091,Seq_1127093,Seq_1127094,Seq_1127147,Seq_1127150,Seq_1127198,Seq_1127199,Seq_1127200,Seq_1127225,Seq_1127226,Seq_1127228,Seq_1127258,Seq_1127269,Seq_1127284
Seq_466674	Seq_466679,Seq_466683,Seq_466684,Seq_466725,Seq_466738,Seq_466745,Seq_466749,Seq_466775,Seq_466779,Seq_466783,Seq_466809,Seq_467233,Seq_467243,Seq_467256
Seq_85899	Seq_85896,Seq_85897,Seq_85908,Seq_85913,Seq_85915,Seq_85934,Seq_85937,Seq_85938,Seq_85940,Seq_85963,Seq_85966,Seq_85968,Seq_85969,Seq_85972
Seq_776720	Seq_776708,Seq_776711,Seq_776714,Seq_776716,Seq_776738,Seq_776741,Seq_776744,Seq_776747,Seq_776750,Seq_1722663,Seq_1722666,Seq_1722668,Seq_1722671,Seq_1722673
Seq_800796	Seq_800800,Seq_800822,Seq_800825,Seq_800828,Seq_800831,Seq_800866,Seq_800869,Seq_800903,Seq_800904,Seq_800914,Seq_800936,Seq_800960,Seq_800963,Seq_800966
Seq_860245	Seq_860240,Seq_860242,Seq_860261,Seq_860266,Seq_860326,Seq_860343,Seq_860362,Seq_860365,Seq_860368,Seq_860459,Seq_860461,Seq_860490,Seq_860493,Seq_860510
Seq_61431	Seq_61428,Seq_61453,Seq_61484,Seq_61491,Seq_61493,Seq_61496,Seq_61499,Seq_61536,Seq_61540,Seq_61546,Seq_61591,Seq_61618,Seq_61621,Seq_61836
Seq_94061	Seq_94059,Seq_94089,Seq_94092,Seq_94094,Seq_94097,Seq_94118,Seq_94120,Seq_94122,Seq_94124,Seq_94150,Seq_94152,Seq_94154,Seq_94157,Seq_94159
Seq_802787	Seq_802784,Seq_802810,Seq_802814,Seq_802817,Seq_802846,Seq_802850,Seq_802853,Seq_802895,Seq_802899,Seq_802904,Seq_802940,Seq_802944,Seq_802946,Seq_802948
Seq_76817	Seq_76837,Seq_76840,Seq_76843,Seq_76856,Seq_76860,Seq_76863,Seq_76890,Seq_76891,Seq_76894,Seq_76897,Seq_76980,Seq_76985,Seq_76992,Seq_76994
Seq_188627	Seq_188621,Seq_188622,Seq_188623,Seq_188624,Seq_188713,Seq_188718,Seq_188723,Seq_189137,Seq_189142,Seq_189144,Seq_189146,Seq_189151,Seq_189241
Seq_783020	Seq_783017,Seq_783026,Seq_783027,Seq_783122,Seq_783125,Seq_783194,Seq_783195,Seq_783200,Seq_783268,Seq_783269,Seq_783274,Seq_783317,Seq_784264
Seq_541458	Seq_541451,Seq_541453,Seq_541469,Seq_541470,Seq_541511,Seq_541513,Seq_541518,Seq_541551,Seq_541556,Seq_541568,Seq_541607,Seq_541609,Seq_541744
Seq_856077	Seq_856437,Seq_856438,Seq_856439,Seq_856441,Seq_856448,Seq_856551,Seq_856553,Seq_856556,Seq_856558,Seq_856561,Seq_856564,Seq_856994,Seq_857313
Seq_980415	Seq_980412,Seq_980423,Seq_980424,Seq_980425,Seq_980432,Seq_980433,Seq_980434,Seq_980435,Seq_980452,Seq_980456,Seq_1061891,Seq_1061969,Seq_1683613
Seq_1086760	Seq_1086744,Seq_1086746,Seq_1086749,Seq_1086752,Seq_1086755,Seq_1086805,Seq_1086807,Seq_1086810,Seq_1086813,Seq_1086816,Seq_1086819,Seq_1086996,Seq_1087004
Seq_550820	Seq_550794,Seq_550797,Seq_550800,Seq_550803,Seq_550806,Seq_550809,Seq_550814,Seq_550819,Seq_550844,Seq_550856,Seq_550858,Seq_550861,Seq_550863
Seq_347475	Seq_347484,Seq_347497,Seq_347499,Seq_347501,Seq_347505,Seq_347533,Seq_347536,Seq_347538,Seq_347542,Seq_347566,Seq_347572,Seq_347576,Seq_347578
Seq_89538	Seq_89527,Seq_89529,Seq_89532,Seq_89570,Seq_89575,Seq_89580,Seq_89583,Seq_89585,Seq_89590,Seq_89668,Seq_89671,Seq_89673,Seq_89851
Seq_800817	Seq_800815,Seq_800862,Seq_800892,Seq_800895,Seq_800898,Seq_800911,Seq_800926,Seq_800929,Seq_800931,Seq_800947,Seq_800950,Seq_800953,Seq_800987
Seq_282631	Seq_282628,Seq_282651,Seq_282654,Seq_282658,Seq_282681,Seq_282685,Seq_282687,Seq_282707,Seq_282710,Seq_282713,Seq_282732,Seq_282736,Seq_282739
Seq_1473672	Seq_1473656,Seq_1473659,Seq_1473662,Seq_1473665,Seq_1473668,Seq_1473670,Seq_1473710,Seq_1473713,Seq_1473716,Seq_1473719,Seq_1473722,Seq_1473725,Seq_1473727
Seq_236130	Seq_236133,Seq_236136,Seq_236150,Seq_236182,Seq_236185,Seq_236190,Seq_236226,Seq_236229,Seq_236232,Seq_236268,Seq_236272,Seq_236275,Seq_236278
Seq_591858	Seq_591842,Seq_591845,Seq_591847,Seq_591850,Seq_591853,Seq_591855,Seq_591910,Seq_591912,Seq_591915,Seq_591918,Seq_591959,Seq_591961,Seq_591967
Seq_728309	Seq_727738,Seq_728302,Seq_728306,Seq_728343,Seq_728345,Seq_728348,Seq_728351,Seq_728356,Seq_728394,Seq_728397,Seq_728400,Seq_728403,Seq_728443
Seq_1206799	Seq_1206795,Seq_1206798,Seq_1206818,Seq_1206820,Seq_1206823,Seq_1206825,Seq_1206837,Seq_1206841,Seq_1206844,Seq_1206861,Seq_1206863,Seq_1206866,Seq_1206868
Seq_61753	Seq_61747,Seq_61749,Seq_61752,Seq_61767,Seq_61792,Seq_61794,Seq_61797,Seq_61800,Seq_61802,Seq_61840,Seq_61843,Seq_61846,Seq_61847
Seq_545005	Seq_544994,Seq_544997,Seq_545000,Seq_545002,Seq_545027,Seq_545029,Seq_545033,Seq_545036,Seq_545061,Seq_545064,Seq_545065,Seq_545068,Seq_545071
Seq_1635931	Seq_1635924,Seq_1635926,Seq_1635929,Seq_1635971,Seq_1635974,Seq_1635977,Seq_1635980,Seq_1636026,Seq_1636029,Seq_1636032,Seq_1636035,Seq_1636098,Seq_1636102
Seq_108758	Seq_108759,Seq_108768,Seq_108772,Seq_108781,Seq_108821,Seq_108842,Seq_108852,Seq_108858,Seq_109121,Seq_109224,Seq_109379,Seq_109411
Seq_179645	Seq_179640,Seq_179641,Seq_179643,Seq_179724,Seq_179725,Seq_179731,Seq_179918,Seq_179921,Seq_179987,Seq_179988,Seq_180019,Seq_180021
Seq_1459660	Seq_1459659,Seq_1460100,Seq_1460101,Seq_1460105,Seq_1460180,Seq_1460210,Seq_1460212,Seq_1460213,Seq_1460216,Seq_1460219,Seq_1460417,Seq_1460421
Seq_78746	Seq_78740,Seq_78741,Seq_78743,Seq_78745,Seq_78762,Seq_78764,Seq_78766,Seq_78791,Seq_78792,Seq_78794,Seq_78796,Seq_78797
Seq_21581	Seq_21616,Seq_21619,Seq_21640,Seq_21644,Seq_21659,Seq_21661,Seq_21665,Seq_21683,Seq_21685,Seq_21687,Seq_21702,Seq_21715
Seq_466701	Seq_466696,Seq_466769,Seq_466773,Seq_466787,Seq_466789,Seq_466791,Seq_466821,Seq_467239,Seq_467253,Seq_467260,Seq_467262,Seq_467267
Seq_32025	Seq_32030,Seq_32032,Seq_32064,Seq_32066,Seq_32084,Seq_32087,Seq_32090,Seq_32119,Seq_32122,Seq_32124,Seq_32156,Seq_32157
Seq_1136401	Seq_1136397,Seq_1136399,Seq_1136411,Seq_1136414,Seq_1136417,Seq_1136440,Seq_1136443,Seq_1136446,Seq_1136471,Seq_1136475,Seq_1136478,Seq_1136481
Seq_900257	Seq_900231,Seq_900239,Seq_900243,Seq_900245,Seq_900248,Seq_900251,Seq_900254,Seq_900284,Seq_900291,Seq_900294,Seq_900297,Seq_900325
Seq_484367	Seq_484363,Seq_484364,Seq_484366,Seq_484390,Seq_484394,Seq_484397,Seq_484398,Seq_484416,Seq_484419,Seq_484421,Seq_484422
Seq_178578	Seq_178592,Seq_178597,Seq_178612,Seq_178614,Seq_178623,Seq_178625,Seq_178662,Seq_178667,Seq_178687,Seq_178689,Seq_178693
Seq_1568045	Seq_1568042,Seq_1568130,Seq_1568133,Seq_1568136,Seq_1568139,Seq_1568182,Seq_1568185,Seq_1568187,Seq_1568190,Seq_1568195,Seq_1568197
Seq_696218	Seq_696210,Seq_696212,Seq_696214,Seq_696215,Seq_696216,Seq_696252,Seq_696255,Seq_696257,Seq_696283,Seq_696286,Seq_696289
Seq_95731	Seq_95724,Seq_95726,Seq_95729,Seq_95761,Seq_95763,Seq_95766,Seq_95768,Seq_95837,Seq_95840,Seq_95843,Seq_95846
Seq_191039	Seq_191031,Seq_191034,Seq_191036,Seq_191097,Seq_191100,Seq_191195,Seq_191198,Seq_191200,Seq_191278,Seq_191281,Seq_191426
Seq_37296	Seq_37283,Seq_37286,Seq_37288,Seq_37291,Seq_37293,Seq_37330,Seq_37333,Seq_37336,Seq_37338,Seq_37341,Seq_37342
Seq_1648057	Seq_1648053,Seq_1648054,Seq_1648074,Seq_1648076,Seq_1648077,Seq_1648080,Seq_1648107,Seq_1648110,Seq_1648111,Seq_1648114,Seq_1648159
Seq_747295	Seq_747279,Seq_747284,Seq_747287,Seq_747290,Seq_747293,Seq_747328,Seq_747333,Seq_747336,Seq_747339,Seq_747342,Seq_1749094
Seq_1720884	Seq_1720874,Seq_1720878,Seq_1720881,Seq_1720904,Seq_1720907,Seq_1720910,Seq_1720913,Seq_1720950,Seq_1720955,Seq_1720958,Seq_1720961
