CID	Dom_Name	Enri	Depl	Freq.x	Freq.y	val	Class
1.20.1150.12	ERP29 C domain-like	0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Alpha
1.20.1160.11	PAH2 domain	0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Alpha
1.20.1170.10		0.00068870523415978	0.00146638316592126	1	20	NO	Mainly Alpha
1.20.1200.10		0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Alpha
1.20.120.140		0.00137741046831956	0.000293276633184251	2	4	YES	Mainly Alpha
1.20.120.20	Apolipoprotein	0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Alpha
1.20.120.230		0.00550964187327824	0.00322604296502676	8	44	YES	Mainly Alpha
1.20.120.330	Nucleotidyltransferases  domain 2	0.00206611570247934	0.00344600043991495	3	47	NO	Mainly Alpha
1.20.120.660	IL-4 antagonist (De novo design) like domain	0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Alpha
1.20.1260.10		0.00137741046831956	0.000953149057848816	2	13	YES	Mainly Alpha
1.20.1270.10		0.00619834710743802	0.00146638316592126	9	20	YES	Mainly Alpha
1.20.1270.60	Arfaptin, Rac-binding fragment, chain A	0.00482093663911846	0.00388591538969133	7	53	YES	Mainly Alpha
1.20.1280.50		0.00068870523415978	0.00131974484932913	1	18	NO	Mainly Alpha
1.20.140.50	alix/aip1 like domains	0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Alpha
1.20.1410.10	I/LWEQ domain	0.00137741046831956	0.000439914949776377	2	6	YES	Mainly Alpha
1.20.1440.10	de novo design (two linked rop proteins)	0.00068870523415978	7.33191582960628e-05	1	1	YES	Mainly Alpha
1.20.150.20		0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Alpha
1.20.190.20		0.00275482093663912	0.00183297895740157	4	25	YES	Mainly Alpha
1.20.5.10		0.00068870523415978	0.000659872424664565	1	9	YES	Mainly Alpha
1.20.5.1000	arf6 gtpase in complex with a specific effector, jip4 	0.00137741046831956	0.00146638316592126	2	20	NO	Mainly Alpha
1.20.5.110		0.00137741046831956	0.00263948969865826	2	36	NO	Mainly Alpha
1.20.5.1160	Vasodilator-stimulated phosphoprotein	0.00068870523415978	7.33191582960628e-05	1	1	YES	Mainly Alpha
1.20.5.120		0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Alpha
1.20.5.170		0.00619834710743802	0.00740523498790234	9	101	NO	Mainly Alpha
1.20.5.190		0.00068870523415978	0.00168634064080944	1	23	NO	Mainly Alpha
1.20.5.320	6-Phosphogluconate Dehydrogenase, domain 3	0.00068870523415978	0.00102646821614488	1	14	NO	Mainly Alpha
1.20.5.340		0.00964187327823691	0.0109978737444094	14	150	NO	Mainly Alpha
1.20.5.400		0.00137741046831956	0.00146638316592126	2	20	NO	Mainly Alpha
1.20.5.490	Single helix bin	0.00068870523415978	0.000439914949776377	1	6	YES	Mainly Alpha
1.20.5.50		0.00206611570247934	0.00417919202287558	3	57	NO	Mainly Alpha
1.20.5.520	Single helix bin	0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Alpha
1.20.5.730	Single helix bin	0.00068870523415978	0.00146638316592126	1	20	NO	Mainly Alpha
1.20.58.130		0.00137741046831956	0.000293276633184251	2	4	YES	Mainly Alpha
1.20.58.280	Hypothetical protein 1500032h18.	0.0034435261707989	0.00219957474888188	5	30	YES	Mainly Alpha
1.20.58.60		0.00413223140495868	0.0113644695358897	6	155	NO	Mainly Alpha
1.20.58.70		0.00206611570247934	0.00109978737444094	3	15	YES	Mainly Alpha
1.20.58.90		0.00137741046831956	0.00080651074125669	2	11	YES	Mainly Alpha
1.20.80.10		0.00137741046831956	0.00351931959821101	2	48	NO	Mainly Alpha
1.20.890.10	cAMP-dependent Protein Kinase, Chain A	0.00137741046831956	0.000513234108072439	2	7	YES	Mainly Alpha
1.20.900.10	DBL homology domain (DH-domain)	0.00137741046831956	0.00307940464843464	2	42	NO	Mainly Alpha
1.20.910.10	Heme oxygenase-like	0.00068870523415978	0.000733191582960628	1	10	NO	Mainly Alpha
1.20.930.10	Conserved domain common to transcription factors TFIIS, elongin A, CRSP70	0.00137741046831956	0.000659872424664565	2	9	YES	Mainly Alpha
1.20.960.10		0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Alpha
1.25.10.10	Leucine-rich Repeat Variant	0.0068870523415978	0.0234621306547401	10	320	NO	Mainly Alpha
1.25.40.10		0.00482093663911846	0.0134174059681795	7	183	NO	Mainly Alpha
1.25.40.180		0.00068870523415978	0.00337268128161889	1	46	NO	Mainly Alpha
1.25.40.190		0.00068870523415978	0.000513234108072439	1	7	YES	Mainly Alpha
1.25.40.20		0.00757575757575758	0.0121709802771464	11	166	NO	Mainly Alpha
1.25.40.90		0.00137741046831956	0.00234621306547401	2	32	NO	Mainly Alpha
1.50.10.10		0.00068870523415978	0.00234621306547401	1	32	NO	Mainly Alpha
1.50.40.10	Mitochondrial carrier domain	0.00482093663911846	0.00857834152063934	7	117	NO	Mainly Alpha
2.10.110.10	Cysteine Rich Protein	0.00275482093663912	0.00417919202287558	4	57	NO	Mainly Beta
2.10.220.10	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2	0.00137741046831956	0.00080651074125669	2	11	YES	Mainly Beta
2.10.230.10	DnaJ/Hsp40 cysteine-rich domain	0.00275482093663912	0.000659872424664565	4	9	YES	Mainly Beta
2.10.250.10	Calnexin lumenal domain, non-globular proline-rich hairpin domain	0.00206611570247934	0.000659872424664565	3	9	YES	Mainly Beta
2.10.25.10	Laminin	0.0192837465564738	0.00843170320404722	28	115	YES	Mainly Beta
2.10.50.10	Tumor Necrosis Factor Receptor, subunit A, domain 2	0.00068870523415978	0.000659872424664565	1	9	YES	Mainly Beta
2.10.60.10	CD59	0.00068870523415978	0.000586553266368502	1	8	YES	Mainly Beta
2.10.69.10	Cysteine Protease (Bromelain) Inhibitor, subunit H	0.00068870523415978	0.00080651074125669	1	11	NO	Mainly Beta
2.10.70.10	Complement Module, domain 1	0.00275482093663912	0.000953149057848816	4	13	YES	Mainly Beta
2.120.10.10		0.00068870523415978	0.000439914949776377	1	6	YES	Mainly Beta
2.120.10.30	TolB, C-terminal domain	0.00275482093663912	0.00285944717354645	4	39	NO	Mainly Beta
2.120.10.80	Kelch-like ech-associated protein 1	0.00275482093663912	0.00447246865605983	4	61	NO	Mainly Beta
2.130.10.10	YVTN repeat-like/Quinoprotein amine dehydrogenase 	0.0289256198347107	0.0265415353031747	42	362	YES	Mainly Beta
2.130.10.120	Prolyl oligopeptidase, N-terminal domain 	0.00068870523415978	0.000513234108072439	1	7	YES	Mainly Beta
2.130.10.30	Regulator of chromosome condensation RCC1/ beta-lactamase inhibitor protein-II, BLIP-II 	0.00619834710743802	0.00417919202287558	9	57	YES	Mainly Beta
2.160.10.10	Hexapeptide repeat proteins	0.00206611570247934	0.00234621306547401	3	32	NO	Mainly Beta
2.160.20.10	Single-stranded right-handed beta-helix, Pectin lyase-like	0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Beta
2.160.20.50	Insect cysteine-rich antifreeze protein	0.00619834710743802	0.00175965979910551	9	24	YES	Mainly Beta
2.160.20.70		0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Beta
2.170.150.10	Metal Binding Protein, Guanine Nucleotide Exchange Factor; Chain A	0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Beta
2.170.240.10	Noncollagenous (NC1) domain of collagen IV	0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Beta
2.170.260.10	paz domain	0.00206611570247934	0.000146638316592126	3	2	YES	Mainly Beta
2.170.270.10	SET domain	0.00275482093663912	0.00300608549013857	4	41	NO	Mainly Beta
2.20.100.10	TSP-1 type 1 repeat	0.00413223140495868	0.000879829899552753	6	12	YES	Mainly Beta
2.20.110.10	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	0.00275482093663912	0.00139306400762519	4	19	YES	Mainly Beta
2.20.140.10	q64v53_bacfr domain like	0.00068870523415978	0.000586553266368502	1	8	YES	Mainly Beta
2.20.25.10		0.00275482093663912	0.00725859667131021	4	99	NO	Mainly Beta
2.20.25.20		0.00068870523415978	0.00080651074125669	1	11	NO	Mainly Beta
2.20.25.30		0.00068870523415978	0.000586553266368502	1	8	YES	Mainly Beta
2.20.28.10		0.00137741046831956	0.0037392770730992	2	51	NO	Mainly Beta
2.20.28.30	RNA polymerase ii, chain L	0.00137741046831956	0.0037392770730992	2	51	NO	Mainly Beta
2.20.60.10	Heparin-binding Growth Factor, Midkine; Chain A	0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Beta
2.20.70.10		0.00137741046831956	0.00234621306547401	2	32	NO	Mainly Beta
2.30.140.10		0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Beta
2.30.170.20		0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Beta
2.30.29.30	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)	0.00757575757575758	0.0131974484932913	11	180	NO	Mainly Beta
2.30.30.100		0.00619834710743802	0.00351931959821101	9	48	YES	Mainly Beta
2.30.30.140		0.00275482093663912	0.00513234108072439	4	70	NO	Mainly Beta
2.30.30.190		0.00137741046831956	0.000513234108072439	2	7	YES	Mainly Beta
2.30.30.30		0.00206611570247934	0.00300608549013857	3	41	NO	Mainly Beta
2.30.30.380	Zn-finger domain of Sec23/24	0.00206611570247934	0.00249285138206613	3	34	NO	Mainly Beta
2.30.30.40	SH3 Domains	0.00619834710743802	0.0057188943470929	9	78	YES	Mainly Beta
2.30.38.10	Luciferase; Domain 3	0.00068870523415978	0.000586553266368502	1	8	YES	Mainly Beta
2.30.42.10		0.00826446280991736	0.00447246865605983	12	61	YES	Mainly Beta
2.30.90.10	Heparin-binding Growth Factor, Midkine; Chain A- C-terminal Domain	0.00068870523415978	7.33191582960628e-05	1	1	YES	Mainly Beta
2.40.100.10	Cyclophilin-like	0.00275482093663912	0.00249285138206613	4	34	YES	Mainly Beta
2.40.10.10	Trypsin-like serine proteases	0.00068870523415978	0.00124642569103307	1	17	NO	Mainly Beta
2.40.128.20		0.00068870523415978	0.000733191582960628	1	10	NO	Mainly Beta
2.40.150.20	Ribosomal Protein L14;	0.00068870523415978	0.000879829899552753	1	12	NO	Mainly Beta
2.40.155.10	Green Fluorescent Protein	0.00068870523415978	0.0063054476134614	1	86	NO	Mainly Beta
2.40.160.10	Porin	0.00206611570247934	0.00161302148251338	3	22	YES	Mainly Beta
2.40.250.10	Core binding factor beta, CBF	0.00137741046831956	0.000219957474888188	2	3	YES	Mainly Beta
2.40.290.10		0.00068870523415978	0.000733191582960628	1	10	NO	Mainly Beta
2.40.30.10	Translation factors	0.00619834710743802	0.00388591538969133	9	53	YES	Mainly Beta
2.40.30.20		0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Beta
2.40.33.10	PK beta-barrel domain-like	0.00137741046831956	0.000293276633184251	2	4	YES	Mainly Beta
2.40.40.20		0.00068870523415978	0.000659872424664565	1	9	YES	Mainly Beta
2.40.490.10	Newcastle disease virus like domain	0.00137741046831956	0.000293276633184251	2	4	YES	Mainly Beta
2.40.50.120		0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Beta
2.40.50.140	Nucleic acid-binding proteins	0.0103305785123967	0.0126842143852189	15	173	NO	Mainly Beta
2.40.50.170	Cysteine proteinases. Chain C	0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Beta
2.40.50.40		0.00068870523415978	0.00263948969865826	1	36	NO	Mainly Beta
2.40.50.90		0.00137741046831956	0.00153970232421732	2	21	NO	Mainly Beta
2.40.70.10	Acid Proteases	0.00068870523415978	0.000733191582960628	1	10	NO	Mainly Beta
2.60.11.10	Cytochrome C Oxidase, chain F	0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Beta
2.60.120.10	Jelly Rolls	0.00068870523415978	0.00197961727399369	1	27	NO	Mainly Beta
2.60.120.200		0.00206611570247934	0.00469242613094802	3	64	NO	Mainly Beta
2.60.120.260	Galactose-binding domain-like	0.00137741046831956	0.00469242613094802	2	64	NO	Mainly Beta
2.60.120.650	Cupin	0.00068870523415978	0.00146638316592126	1	20	NO	Mainly Beta
2.60.120.680	CRAL/TRIO domain 	0.00068870523415978	0.000513234108072439	1	7	YES	Mainly Beta
2.60.200.20		0.00275482093663912	0.00205293643228976	4	28	YES	Mainly Beta
2.60.210.10	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A	0.00068870523415978	0.000953149057848816	1	13	NO	Mainly Beta
2.60.260.20	Urease metallochaperone UreE, N-terminal domain	0.00137741046831956	0.00227289390717795	2	31	NO	Mainly Beta
2.60.34.10	Substrate Binding Domain Of DNAk; Chain A, domain 1	0.00275482093663912	0.00146638316592126	4	20	YES	Mainly Beta
2.60.350.10	Dex49a from penicillium minioluteum complex, domain 1	0.0034435261707989	0.00168634064080944	5	23	YES	Mainly Beta
2.60.40.10	Immunoglobulins	0.0351239669421488	0.0220690666471149	51	301	YES	Mainly Beta
2.60.40.1080		0.00068870523415978	7.33191582960628e-05	1	1	YES	Mainly Beta
2.60.40.1120		0.00275482093663912	0.000953149057848816	4	13	YES	Mainly Beta
2.60.40.1130	Rab geranylgeranyltransferase alpha-subunit, insert domain	0.00068870523415978	7.33191582960628e-05	1	1	YES	Mainly Beta
2.60.40.1170		0.00137741046831956	0.001173106532737	2	16	YES	Mainly Beta
2.60.40.1210		0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Beta
2.60.40.1260	Lamin A/C globular tail domain	0.00068870523415978	0.000513234108072439	1	7	YES	Mainly Beta
2.60.40.1360		0.00068870523415978	0.000146638316592126	1	2	YES	Mainly Beta
2.60.40.1470	ApaG-like	0.00068870523415978	0.000219957474888188	1	3	YES	Mainly Beta
2.60.40.1480	Clathrin adaptor appendage domain; domain 1	0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Beta
2.60.40.150	C2- domain Calcium/lipid binding domain	0.00413223140495868	0.00337268128161889	6	46	YES	Mainly Beta
2.60.40.1510	ntegrin, alpha v. Chain A, domain 3	0.00068870523415978	0.000439914949776377	1	6	YES	Mainly Beta
2.60.40.1530	ntegrin, alpha v. Chain A, domain 4	0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Beta
2.60.40.1760	glycosyl hydrolase (family 31)	0.00137741046831956	0.000513234108072439	2	7	YES	Mainly Beta
2.60.40.1770	ephrin a2 ectodomain	0.00068870523415978	0.000439914949776377	1	6	YES	Mainly Beta
2.60.40.200		0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Beta
2.60.40.340		0.00137741046831956	0.000659872424664565	2	9	YES	Mainly Beta
2.60.40.60	Cadherins	0.0068870523415978	0.00263948969865826	10	36	YES	Mainly Beta
2.60.40.640		0.00068870523415978	0.000733191582960628	1	10	NO	Mainly Beta
2.60.40.720		0.00068870523415978	0.000366595791480314	1	5	YES	Mainly Beta
2.60.40.770		0.00068870523415978	0.000293276633184251	1	4	YES	Mainly Beta
2.60.40.790		0.00206611570247934	0.00168634064080944	3	23	YES	Mainly Beta
2.60.40.820		0.00137741046831956	0.00080651074125669	2	11	YES	Mainly Beta
2.70.130.10	Cation-dependent Mannose-6-phosphate Receptor; Chain A	0.00550964187327824	0.00175965979910551	8	24	YES	Mainly Beta
2.70.150.10	Calcium-transporting ATPase, cytoplasmic transduction domain A	0.00137741046831956	0.000586553266368502	2	8	YES	Mainly Beta
2.70.160.11	Hnrnp arginine n-methyltransferase1	0.00068870523415978	0.00139306400762519	1	19	NO	Mainly Beta
2.80.10.50		0.00482093663911846	0.00762519246279053	7	104	NO	Mainly Beta
3.100.10.10		0.00206611570247934	0.00080651074125669	3	11	YES	Alpha-Beta
3.10.110.10	Ubiquitin Conjugating Enzyme	0.0034435261707989	0.00439914949776377	5	60	NO	Alpha-Beta
3.10.120.10	Flavocytochrome B2, subunit A, domain 1	0.00068870523415978	0.00109978737444094	1	15	NO	Alpha-Beta
3.10.180.10	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1	0.00137741046831956	0.000659872424664565	2	9	YES	Alpha-Beta
3.10.200.10	Carbonic Anhydrase II	0.00068870523415978	0.00102646821614488	1	14	NO	Alpha-Beta
3.10.20.30		0.00068870523415978	0.000586553266368502	1	8	YES	Alpha-Beta
3.10.20.90	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1	0.0110192837465565	0.00931153310359997	16	127	YES	Alpha-Beta
3.10.280.10	Mitochondrial Matrix Protein Chain A	0.00068870523415978	0.000733191582960628	1	10	NO	Alpha-Beta
3.10.50.40		0.00482093663911846	0.0031527238067307	7	43	YES	Alpha-Beta
3.10.580.10	CBS-domain	0.00068870523415978	0.000879829899552753	1	12	NO	Alpha-Beta
3.20.110.10	Glycoside hydrolase 38, N terminal domain	0.00137741046831956	0.000586553266368502	2	8	YES	Alpha-Beta
3.20.20.10	Alanine racemase	0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.20.20.100	NADP-dependent oxidoreductase	0.00206611570247934	0.00197961727399369	3	27	YES	Alpha-Beta
3.20.20.105	tRNA-guanine (tRNA-G) transglycosylase	0.00068870523415978	0.000513234108072439	1	7	YES	Alpha-Beta
3.20.20.120	Enolase superfamily	0.00275482093663912	0.00146638316592126	4	20	YES	Alpha-Beta
3.20.20.140	Metal-dependent hydrolases	0.00137741046831956	0.00234621306547401	2	32	NO	Alpha-Beta
3.20.20.190	Phosphatidylinositol (PI) phosphodiesterase	0.00068870523415978	0.00124642569103307	1	17	NO	Alpha-Beta
3.20.20.20	Dihydropteroate (DHP) synthetase	0.00137741046831956	0.000366595791480314	2	5	YES	Alpha-Beta
3.20.20.210		0.00068870523415978	0.000879829899552753	1	12	NO	Alpha-Beta
3.20.20.60	Phosphoenolpyruvate-binding domains	0.00137741046831956	0.000659872424664565	2	9	YES	Alpha-Beta
3.20.20.70	Aldolase class I	0.00550964187327824	0.00843170320404722	8	115	NO	Alpha-Beta
3.20.20.80	Glycosidases	0.00137741046831956	0.00285944717354645	2	39	NO	Alpha-Beta
3.30.1010.10	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 4	0.00068870523415978	0.000513234108072439	1	7	YES	Alpha-Beta
3.30.1120.10		0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.1330.20		0.00068870523415978	0.00153970232421732	1	21	NO	Alpha-Beta
3.30.1330.30		0.00068870523415978	0.00190629811569763	1	26	NO	Alpha-Beta
3.30.1330.40		0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.30.1330.90	D-3-phosphoglycerate dehydrogenase; domain 3	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.1370.10		0.012396694214876	0.00667204340494171	18	91	YES	Alpha-Beta
3.30.1390.10		0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.30.1440.10		0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.30.1460.20		0.00068870523415978	0.000513234108072439	1	7	YES	Alpha-Beta
3.30.1490.120	DNA-directed RNA polymerase ii subunit; domain 1	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.1490.140	Amyloid beta a4 protein copper binding domain	0.00137741046831956	0.000439914949776377	2	6	YES	Alpha-Beta
3.30.1490.180	RNA polymerase ii	0.00068870523415978	0.000146638316592126	1	2	YES	Alpha-Beta
3.30.1490.20	ATP-grasp fold, A domain	0.00068870523415978	0.00102646821614488	1	14	NO	Alpha-Beta
3.30.1550.10	Ribosomal protein L11, N-terminal domain	0.00068870523415978	0.000659872424664565	1	9	YES	Alpha-Beta
3.30.1600.10	SIR2/SIRT2 'Small Domain'	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.160.20		0.00137741046831956	0.00337268128161889	2	46	NO	Alpha-Beta
3.30.160.60	Classic Zinc Finger	0.0117079889807163	0.0260283011951023	17	355	NO	Alpha-Beta
3.30.160.90		0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.30.1680.10	ligand-binding face of the semaphorins, domain 2	0.00068870523415978	0.000879829899552753	1	12	NO	Alpha-Beta
3.30.1740.10	first zn-finger domain of poly(adp-ribose) polymerase-1	0.00275482093663912	0.000733191582960628	4	10	YES	Alpha-Beta
3.30.200.20	Phosphorylase Kinase; domain 1	0.0068870523415978	0.0212625559058582	10	290	NO	Alpha-Beta
3.30.2230.10	DUSP-like	0.00137741046831956	0.00080651074125669	2	11	YES	Alpha-Beta
3.30.2300.10	THUMP superfamily	0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.30.230.10		0.00206611570247934	0.00278612801525038	3	38	NO	Alpha-Beta
3.30.230.70	GHMP Kinase, N-terminal domain	0.00137741046831956	0.000879829899552753	2	12	YES	Alpha-Beta
3.30.2350.10	Pseudouridine synthase	0.00206611570247934	0.00139306400762519	3	19	YES	Alpha-Beta
3.30.2410.10	Hect, E3 ligase catalytic domain	0.00068870523415978	0.000586553266368502	1	8	YES	Alpha-Beta
3.30.260.10	GROEL, domain 2	0.00137741046831956	0.000953149057848816	2	13	YES	Alpha-Beta
3.30.300.20		0.0034435261707989	0.00278612801525038	5	38	YES	Alpha-Beta
3.30.342.10	DNA Polymerase, chain B, domain 1	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
