CID	Dom_Name	Enri	Depl	Freq.x	Freq.y	val	Class
1.10.3270.10	HMGR, N-terminal domain	0.000382409177820268	0.000118906064209275	1	3	YES	Mainly Alpha
1.10.3380.10	Sec63 N-terminal domain-like domain	0.000382409177820268	0.000396353547364249	1	10	NO	Mainly Alpha
1.10.3860.10	Proton glutamate symport protein	0.000382409177820268	0.000594530321046373	1	15	NO	Mainly Alpha
1.10.390.10	Neutral Protease Domain 2	0.000382409177820268	0.000554894966309949	1	14	NO	Mainly Alpha
1.10.400.10	GI Alpha 1, domain 2-like	0.00152963671128107	0.0011097899326199	4	28	YES	Mainly Alpha
1.10.418.10	Actin-binding Protein, T-fimbrin; domain 1	0.00382409177820268	0.00435988902100674	10	110	NO	Mainly Alpha
1.10.437.10	Apoptosis Regulator Bcl-x	0.000382409177820268	0.000515259611573524	1	13	NO	Mainly Alpha
1.10.455.10	Ribosomal Protein S7;	0.000382409177820268	0.000356718192627824	1	9	YES	Mainly Alpha
1.10.472.10		0.000764818355640535	0.00202140309155767	2	51	NO	Mainly Alpha
1.10.506.10	GTPase Activation - p120gap; domain 1	0.000764818355640535	0.00118906064209275	2	30	NO	Mainly Alpha
1.10.510.10	Transferase(Phosphotransferase) domain 1	0.00803059273422562	0.0256044391597305	21	646	NO	Mainly Alpha
1.10.533.10	Death Domain, Fas	0.0011472275334608	0.00206103844629409	3	52	NO	Mainly Alpha
1.10.540.10	Butyryl-Coa Dehydrogenase, subunit A, domain 1	0.000382409177820268	0.000634165675782798	1	16	NO	Mainly Alpha
1.10.555.10	GTPase -GAP domain	0.000382409177820268	0.00285374554102259	1	72	NO	Mainly Alpha
1.10.560.10	GROEL, domain 1	0.00420650095602294	0.00265556876734047	11	67	YES	Mainly Alpha
1.10.565.10	Retinoid X Receptor	0.0011472275334608	0.00194213238208482	3	49	NO	Mainly Alpha
1.10.580.10	Citrate Synthase, domain 1	0.000382409177820268	0.000673801030519223	1	17	NO	Mainly Alpha
1.10.60.20	Rps17e-like	0.000764818355640535	0.000198176773682124	2	5	YES	Mainly Alpha
1.10.630.10	Cytochrome p450	0.0011472275334608	0.00134760206103845	3	34	NO	Mainly Alpha
1.10.640.10	Myeloperoxidase, subunit C	0.000382409177820268	0.000317082837891399	1	8	YES	Mainly Alpha
1.10.720.30		0.00229445506692161	0.00134760206103845	6	34	YES	Mainly Alpha
1.10.720.40		0.000764818355640535	0.000118906064209275	2	3	YES	Mainly Alpha
1.10.760.10	Cytochrome c	0.000764818355640535	0.000277447483154974	2	7	YES	Mainly Alpha
1.10.8.10	DNA helicase RuvA subunit, C-terminal domain	0.00382409177820268	0.00321046373365042	10	81	YES	Mainly Alpha
1.10.8.300	putative atpase (yp_676785.1)	0.000764818355640535	0.000396353547364249	2	10	YES	Mainly Alpha
1.10.840.10	Son of sevenless (Sos) protein Chain	0.000764818355640535	0.000554894966309949	2	14	YES	Mainly Alpha
1.10.8.60		0.00152963671128107	0.00229885057471264	4	58	NO	Mainly Alpha
1.10.880.10	A DNA-binding domain in eukaryotic transcription factors	0.000382409177820268	0.000594530321046373	1	15	NO	Mainly Alpha
1.20.1000.10	Interferon-induced guanylate-binding protein 1 (GBP1), C-terminal domain	0.000764818355640535	0.000911613158937772	2	23	NO	Mainly Alpha
1.20.1050.10		0.000764818355640535	0.001585414189457	2	40	NO	Mainly Alpha
1.20.1050.20		0.0011472275334608	0.000634165675782798	3	16	YES	Mainly Alpha
1.20.1050.40	Endopeptidase. Chain P; domain 1	0.000764818355640535	0.000317082837891399	2	8	YES	Mainly Alpha
1.20.1070.10	Rhopdopsin 7-helix transmembrane proteins	0.000764818355640535	0.00420134760206104	2	106	NO	Mainly Alpha
1.20.1110.10	Calcium-transporting ATPase, transmembrane domain	0.00152963671128107	0.00225921521997622	4	57	NO	Mainly Alpha
1.20.1150.12	ERP29 C domain-like	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Alpha
1.20.1160.11	PAH2 domain	0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Alpha
1.20.1170.10		0.00305927342256214	0.00309155766944114	8	78	NO	Mainly Alpha
1.20.120.140		0.0011472275334608	0.000277447483154974	3	7	YES	Mainly Alpha
1.20.120.180		0.000382409177820268	0.000435988902100674	1	11	NO	Mainly Alpha
1.20.120.220	F1F0 ATP synthase subunit A	0.000382409177820268	0.000118906064209275	1	3	YES	Mainly Alpha
1.20.120.230		0.00344168260038241	0.00233848592944907	9	59	YES	Mainly Alpha
1.20.120.330	Nucleotidyltransferases  domain 2	0.00305927342256214	0.00376535869996036	8	95	NO	Mainly Alpha
1.20.120.430	TrmE connector domain	0.000382409177820268	0.000435988902100674	1	11	NO	Mainly Alpha
1.20.120.540	Voltage-gated potassium channels	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Alpha
1.20.1250.10		0.000382409177820268	0.000435988902100674	1	11	NO	Mainly Alpha
1.20.1270.10		0.00611854684512428	0.00138723741577487	16	35	YES	Mainly Alpha
1.20.1270.60	Arfaptin, Rac-binding fragment, chain A	0.00344168260038241	0.00479587792310741	9	121	NO	Mainly Alpha
1.20.1280.50		0.000382409177820268	0.00107015457788347	1	27	NO	Mainly Alpha
1.20.140.10	Butyryl-CoA Dehydrogenase, subunit A, domain 3	0.000382409177820268	0.00118906064209275	1	30	NO	Mainly Alpha
1.20.140.30	Mob1/phocein	0.000382409177820268	0.000317082837891399	1	8	YES	Mainly Alpha
1.20.140.50	alix/aip1 like domains	0.000382409177820268	0.000594530321046373	1	15	NO	Mainly Alpha
1.20.1410.10	I/LWEQ domain	0.000764818355640535	0.000594530321046373	2	15	YES	Mainly Alpha
1.20.1420.10	A middle domain of Talin 1	0.000764818355640535	0.000832342449464923	2	21	NO	Mainly Alpha
1.20.142.10	Poly(ADP-ribose) Polymerase, domain 1	0.000382409177820268	0.000515259611573524	1	13	NO	Mainly Alpha
1.20.1440.10	de novo design (two linked rop proteins)	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Alpha
1.20.1560.10	Putative multidrug export ATP-binding/permease protein like domains	0.000764818355640535	0.00237812128418549	2	60	NO	Mainly Alpha
1.20.1600.10	Outer membrane efflux proteins (OEP) 	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Alpha
1.20.190.20		0.000764818355640535	0.00122869599682917	2	31	NO	Mainly Alpha
1.20.200.10	Fumarase/aspartase (Central domain)	0.000764818355640535	0.000832342449464923	2	21	NO	Mainly Alpha
1.20.5.10		0.00191204588910134	0.00122869599682917	5	31	YES	Mainly Alpha
1.20.5.1000	arf6 gtpase in complex with a specific effector, jip4 	0.00420650095602294	0.00202140309155767	11	51	YES	Mainly Alpha
1.20.5.1070	Head and neck region of the ectodomain of NDV fusion glycoprotein	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Alpha
1.20.5.110		0.000764818355640535	0.00233848592944907	2	59	NO	Mainly Alpha
1.20.5.1130	Connexin43	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Alpha
1.20.5.1160	Vasodilator-stimulated phosphoprotein	0.000764818355640535	0.0001585414189457	2	4	YES	Mainly Alpha
1.20.5.120		0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Alpha
1.20.5.1230	Apolipoprotein A-I 	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Alpha
1.20.5.170		0.0107074569789675	0.00978993261989695	28	247	YES	Mainly Alpha
1.20.5.320	6-Phosphogluconate Dehydrogenase, domain 3	0.0011472275334608	0.000990883868410622	3	25	YES	Mainly Alpha
1.20.5.340		0.0179732313575526	0.0120491478398732	47	304	YES	Mainly Alpha
1.20.5.350		0.000764818355640535	0.000317082837891399	2	8	YES	Mainly Alpha
1.20.5.400		0.0011472275334608	0.001585414189457	3	40	NO	Mainly Alpha
1.20.5.450		0.0011472275334608	0.000634165675782798	3	16	YES	Mainly Alpha
1.20.5.50		0.00803059273422562	0.00543004359889021	21	137	YES	Mainly Alpha
1.20.5.520	Single helix bin	0.00152963671128107	0.0001585414189457	4	4	YES	Mainly Alpha
1.20.5.560	Single Heli x bin	0.000764818355640535	0.0001585414189457	2	4	YES	Mainly Alpha
1.20.5.730	Single helix bin	0.00152963671128107	0.00190249702734839	4	48	NO	Mainly Alpha
1.20.58.100		0.000382409177820268	0.000317082837891399	1	8	YES	Mainly Alpha
1.20.58.120		0.000382409177820268	0.000634165675782798	1	16	NO	Mainly Alpha
1.20.58.130		0.0011472275334608	0.000832342449464923	3	21	YES	Mainly Alpha
1.20.58.160		0.0011472275334608	0.000713436385255648	3	18	YES	Mainly Alpha
1.20.58.200	Translin; domain 2	0.000382409177820268	0.0001585414189457	1	4	YES	Mainly Alpha
1.20.58.280	Hypothetical protein 1500032h18.	0.00191204588910134	0.00221957986523979	5	56	NO	Mainly Alpha
1.20.58.60		0.00994263862332696	0.0125247720967103	26	316	NO	Mainly Alpha
1.20.58.70		0.000764818355640535	0.00166468489892985	2	42	NO	Mainly Alpha
1.20.58.90		0.000764818355640535	0.000317082837891399	2	8	YES	Mainly Alpha
1.20.5.950	bacteriochlorophyll c-binding protein	0.00191204588910134	0.000554894966309949	5	14	YES	Mainly Alpha
1.20.5.990	Nemo cc2-lz domain - 1d5 darpin complex 	0.0011472275334608	0.000634165675782798	3	16	YES	Mainly Alpha
1.20.80.10		0.00152963671128107	0.00273483947681332	4	69	NO	Mainly Alpha
1.20.870.10	Son of sevenless (SoS) protein Chain: S domain 1	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Alpha
1.20.900.10	DBL homology domain (DH-domain)	0.00152963671128107	0.00321046373365042	4	81	NO	Mainly Alpha
1.20.920.10	Histone Acetyltransferase; Chain A	0.000382409177820268	0.00233848592944907	1	59	NO	Mainly Alpha
1.20.990.10	NADPH-cytochrome p450 Reductase; Chain A, domain 3	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Alpha
1.25.10.10	Leucine-rich Repeat Variant	0.00688336520076482	0.0204518430439952	18	516	NO	Mainly Alpha
1.25.10.20	Lipovitellin-phosvitin complex, superhelical domain	0.000382409177820268	0.000634165675782798	1	16	NO	Mainly Alpha
1.25.40.10		0.00650095602294455	0.0128022195798652	17	323	NO	Mainly Alpha
1.25.40.180		0.00229445506692161	0.00269520412207689	6	68	NO	Mainly Alpha
1.25.40.20		0.00764818355640535	0.0123662306777646	20	312	NO	Mainly Alpha
1.25.40.210	Telomeric repeat binding factor (TRF) dimerisation domain	0.000382409177820268	0.0001585414189457	1	4	YES	Mainly Alpha
1.25.40.240	C-terminal domain of Ku80	0.000382409177820268	0.0001585414189457	1	4	YES	Mainly Alpha
1.25.40.250	ARM repeat; domain 1	0.000382409177820268	0.000118906064209275	1	3	YES	Mainly Alpha
1.25.40.270	Vacuolar protein sorting-associated protein vta1	0.000382409177820268	0.0001585414189457	1	4	YES	Mainly Alpha
1.25.40.60		0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Alpha
1.25.40.90		0.00152963671128107	0.00206103844629409	4	52	NO	Mainly Alpha
1.50.10.10		0.000764818355640535	0.00206103844629409	2	52	NO	Mainly Alpha
1.50.10.20		0.000764818355640535	0.0011097899326199	2	28	NO	Mainly Alpha
1.50.40.10	Mitochondrial carrier domain	0.00267686424474187	0.00424098295679746	7	107	NO	Mainly Alpha
2.10.10.10		0.00152963671128107	0.000792707094728498	4	20	YES	Mainly Beta
2.10.110.10	Cysteine Rich Protein	0.00344168260038241	0.00340864050733254	9	86	YES	Mainly Beta
2.102.10.10	'Rieske'-like iron-sulphur domains	0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Beta
2.10.220.10	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2	0.00229445506692161	0.000713436385255648	6	18	YES	Mainly Beta
2.10.22.10	Antistasin; domain 1	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.10.230.10	DnaJ/Hsp40 cysteine-rich domain	0.000764818355640535	0.000396353547364249	2	10	YES	Mainly Beta
2.10.250.10	Calnexin lumenal domain, non-globular proline-rich hairpin domain	0.00152963671128107	0.0001585414189457	4	4	YES	Mainly Beta
2.10.25.10	Laminin	0.0302103250478011	0.0131193024177566	79	331	YES	Mainly Beta
2.10.310.10	Serpins superfamily	0.000382409177820268	0.000317082837891399	1	8	YES	Mainly Beta
2.10.50.10	Tumor Necrosis Factor Receptor, subunit A, domain 2	0.00344168260038241	0.00146650812524772	9	37	YES	Mainly Beta
2.10.60.10	CD59	0.0011472275334608	0.00103051922314705	3	26	YES	Mainly Beta
2.10.69.10	Cysteine Protease (Bromelain) Inhibitor, subunit H	0.0011472275334608	0.000832342449464923	3	21	YES	Mainly Beta
2.10.70.10	Complement Module, domain 1	0.00688336520076482	0.00439952437574316	18	111	YES	Mainly Beta
2.10.80.10	Lipase, subunit A	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Beta
2.10.90.10	Cystine-knot cytokines	0.000764818355640535	0.000871977804201348	2	22	NO	Mainly Beta
2.110.10.10	Hemopexin	0.000764818355640535	0.000475624256837099	2	12	YES	Mainly Beta
2.120.10.30	TolB, C-terminal domain	0.00267686424474187	0.00376535869996036	7	95	NO	Mainly Beta
2.120.10.80	Kelch-like ech-associated protein 1	0.00573613766730402	0.00420134760206104	15	106	YES	Mainly Beta
2.130.10.10	YVTN repeat-like/Quinoprotein amine dehydrogenase 	0.0160611854684512	0.0235434007134364	42	594	NO	Mainly Beta
2.130.10.120	Prolyl oligopeptidase, N-terminal domain 	0.000764818355640535	0.000317082837891399	2	8	YES	Mainly Beta
2.130.10.130	Integrin alpha N-terminal domain, Chain A	0.00191204588910134	0.00214030915576694	5	54	NO	Mainly Beta
2.130.10.150	Peptidase/esterase 'gauge' domain	0.000382409177820268	0.000317082837891399	1	8	YES	Mainly Beta
2.130.10.30	Regulator of chromosome condensation RCC1/ beta-lactamase inhibitor protein-II, BLIP-II 	0.00458891013384321	0.00277447483154974	12	70	YES	Mainly Beta
2.140.10.10		0.0011472275334608	0.000396353547364249	3	10	YES	Mainly Beta
2.140.10.20	C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Beta
2.140.10.30		0.000382409177820268	0.00103051922314705	1	26	NO	Mainly Beta
2.160.10.10	Hexapeptide repeat proteins	0.0011472275334608	0.00150614347998415	3	38	NO	Mainly Beta
2.160.20.50	Insect cysteine-rich antifreeze protein	0.0126195028680688	0.00368608799048751	33	93	YES	Mainly Beta
2.160.20.70		0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Beta
2.170.120.12	RNA Polymerase Alpha Subunit; Chain A, domain 2	0.000382409177820268	0.000317082837891399	1	8	YES	Mainly Beta
2.170.220.10		0.000382409177820268	0.0001585414189457	1	4	YES	Mainly Beta
2.170.260.10	paz domain	0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.170.270.10	SET domain	0.00382409177820268	0.00182322631787554	10	46	YES	Mainly Beta
2.170.300.10	Tie2 ligand-binding domain superfamily	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.20.100.10	TSP-1 type 1 repeat	0.00420650095602294	0.00225921521997622	11	57	YES	Mainly Beta
2.20.110.10	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	0.000382409177820268	0.000515259611573524	1	13	NO	Mainly Beta
2.20.140.10	q64v53_bacfr domain like	0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Beta
2.20.210.10	ubp-family deubiquitinating enzyme superfamily	0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.20.25.10		0.00458891013384321	0.00713436385255648	12	180	NO	Mainly Beta
2.20.25.20		0.00229445506692161	0.000951248513674197	6	24	YES	Mainly Beta
2.20.25.30		0.000764818355640535	0.000237812128418549	2	6	YES	Mainly Beta
2.20.28.10		0.000764818355640535	0.00475624256837099	2	120	NO	Mainly Beta
2.20.28.20		0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Beta
2.20.28.30	RNA polymerase ii, chain L	0.0011472275334608	0.00531113753468094	3	134	NO	Mainly Beta
2.20.60.10	Heparin-binding Growth Factor, Midkine; Chain A	0.00152963671128107	0.000317082837891399	4	8	YES	Mainly Beta
2.20.70.10		0.00191204588910134	0.00269520412207689	5	68	NO	Mainly Beta
2.30.130.10		0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.30.130.40	LON domain-like	0.000764818355640535	0.000277447483154974	2	7	YES	Mainly Beta
2.30.170.20		0.000382409177820268	0.0001585414189457	1	4	YES	Mainly Beta
2.30.170.40	Ribosomal protein L34p	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Beta
2.30.180.10	FAS1 domain	0.000382409177820268	0.000753071739992073	1	19	NO	Mainly Beta
2.30.18.10	Transcription factor IIA (TFIIA), beta-barrel domain	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Beta
2.30.230.10	Lipovitellin; beta-sheet shell regions, chain A	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Beta
2.30.280.10	SRA domain-like	0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Beta
2.30.29.30	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)	0.00803059273422562	0.015021799445105	21	379	NO	Mainly Beta
2.30.29.40	PH domain-like; domain 1	0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.30.30.100		0.00344168260038241	0.00154577883472057	9	39	YES	Mainly Beta
2.30.30.140		0.00344168260038241	0.00400317082837891	9	101	NO	Mainly Beta
2.30.30.190		0.000764818355640535	0.000832342449464923	2	21	NO	Mainly Beta
2.30.30.30		0.00344168260038241	0.00214030915576694	9	54	YES	Mainly Beta
2.30.30.380	Zn-finger domain of Sec23/24	0.000382409177820268	0.00380499405469679	1	96	NO	Mainly Beta
2.30.30.40	SH3 Domains	0.00764818355640535	0.00634165675782798	20	160	YES	Mainly Beta
2.30.36.70	Actin; Chain A, domain 2	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Beta
2.30.38.10	Luciferase; Domain 3	0.00152963671128107	0.000792707094728498	4	20	YES	Mainly Beta
2.30.39.10	Alpha-1-antitrypsin, domain 1	0.00152963671128107	0.00154577883472057	4	39	NO	Mainly Beta
2.30.42.10		0.00458891013384321	0.00646056282203726	12	163	NO	Mainly Beta
2.30.90.10	Heparin-binding Growth Factor, Midkine; Chain A- C-terminal Domain	0.00152963671128107	0.000356718192627824	4	9	YES	Mainly Beta
2.40.100.10	Cyclophilin-like	0.00267686424474187	0.00146650812524772	7	37	YES	Mainly Beta
2.40.10.10	Trypsin-like serine proteases	0.00267686424474187	0.00162504954419342	7	41	YES	Mainly Beta
2.40.10.120		0.000764818355640535	0.000475624256837099	2	12	YES	Mainly Beta
2.40.10.170		0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Beta
2.40.128.20		0.00152963671128107	0.000713436385255648	4	18	YES	Mainly Beta
2.40.128.80	Dipeptidyl peptidase I (cathepsin C), exclusion domain	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Beta
2.40.155.10	Green Fluorescent Protein	0.00382409177820268	0.00562822037257233	10	142	NO	Mainly Beta
2.40.160.10	Porin	0.00152963671128107	0.000951248513674197	4	24	YES	Mainly Beta
2.40.20.10	Plasminogen Kringle 4	0.000764818355640535	0.000753071739992073	2	19	YES	Mainly Beta
2.40.240.10	Ribosomal Protein L25; Chain P	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.40.250.10	Core binding factor beta, CBF	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.40.290.10		0.000382409177820268	0.000475624256837099	1	12	NO	Mainly Beta
2.40.300.10	Head decoration protein D (gpD, major capsid protein D)	0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Beta
2.40.30.10	Translation factors	0.00458891013384321	0.00289338089575902	12	73	YES	Mainly Beta
2.40.30.20		0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.40.33.10	PK beta-barrel domain-like	0.0011472275334608	0.000118906064209275	3	3	YES	Mainly Beta
2.40.40.20		0.00152963671128107	0.000554894966309949	4	14	YES	Mainly Beta
2.40.490.10	Newcastle disease virus like domain	0.00191204588910134	0.000396353547364249	5	10	YES	Mainly Beta
2.40.50.100		0.0011472275334608	0.000554894966309949	3	14	YES	Mainly Beta
2.40.50.140	Nucleic acid-binding proteins	0.00956022944550669	0.00994847403884265	25	251	NO	Mainly Beta
2.40.50.40		0.00305927342256214	0.00217994451050337	8	55	YES	Mainly Beta
2.40.50.90		0.000382409177820268	0.00103051922314705	1	26	NO	Mainly Beta
2.40.70.10	Acid Proteases	0.000764818355640535	0.000871977804201348	2	22	NO	Mainly Beta
2.60.120.10	Jelly Rolls	0.00229445506692161	0.00210067380103052	6	53	YES	Mainly Beta
2.60.120.200		0.00803059273422562	0.00650019817677368	21	164	YES	Mainly Beta
2.60.120.260	Galactose-binding domain-like	0.0011472275334608	0.00332936979785969	3	84	NO	Mainly Beta
2.60.120.290		0.00229445506692161	0.00182322631787554	6	46	YES	Mainly Beta
2.60.120.340		0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Beta
2.60.120.380		0.000382409177820268	0.000515259611573524	1	13	NO	Mainly Beta
2.60.120.590	Clavaminate synthase-like domains	0.000764818355640535	0.000951248513674197	2	24	NO	Mainly Beta
2.60.120.650	Cupin	0.000764818355640535	0.000951248513674197	2	24	NO	Mainly Beta
2.60.120.680	CRAL/TRIO domain 	0.0011472275334608	0.000634165675782798	3	16	YES	Mainly Beta
