Cluster_Rep.ID	Member_ID
Seq_1447656	Seq_1447538
Seq_2170972	Seq_2170995
Seq_2418934	Seq_2418951
Seq_296508	Seq_296528
Seq_484166	Seq_484223
Seq_899213	Seq_899208
Seq_926293	Seq_926305
Seq_1309394	Seq_1309431
Seq_1489248	Seq_1489245
Seq_1928730	Seq_1928728
Seq_306069	Seq_306110
Seq_511846	Seq_511905
Seq_1048081	Seq_1048093
Seq_1741388	Seq_1741395
Seq_1820572	Seq_1820186
Seq_1903106	Seq_1903164
Seq_2162405	Seq_2162525
Seq_435626	Seq_435635
Seq_983779	Seq_983802
Seq_983992	Seq_984005
Seq_1096120	Seq_1096140
Seq_1763579	Seq_1763593
Seq_1854234	Seq_1854271
Seq_165956	Seq_165971
Seq_201019	Seq_201052
Seq_346162	Seq_346178
Seq_761560	Seq_761559
Seq_1049150	Seq_1049300
Seq_1194258	Seq_1194269
Seq_1459413	Seq_1459462
Seq_1657664	Seq_1657679
Seq_2171374	Seq_2171415
Seq_493006	Seq_493014
Seq_1426882	Seq_1426886
Seq_1565695	Seq_1565707
Seq_406548	Seq_406565
Seq_579071	Seq_579118
Seq_603369	Seq_603372
Seq_612392	Seq_612425
Seq_1063142	Seq_1063171
Seq_1227023	Seq_1227026
Seq_1234238	Seq_1234260
Seq_2176939	Seq_2176956
Seq_2391197	Seq_2391204
Seq_177729	Seq_177740
Seq_284960	Seq_284959
Seq_420942	Seq_421009
Seq_856422	Seq_856429
Seq_977042	Seq_977040
Seq_1043030	Seq_1043090
Seq_1195836	Seq_1195843
Seq_1262888	Seq_1263138
Seq_1689941	Seq_1689935
Seq_1831579	Seq_1831598
Seq_1831590	Seq_1831607
Seq_1949080	Seq_1949088
Seq_2257447	Seq_2257457
Seq_61214	Seq_61229
Seq_853904	Seq_854005
Seq_1065629	Seq_1065828
Seq_1114757	Seq_1114765
Seq_1365457	Seq_1365486
Seq_2197192	Seq_2197210
Seq_2212878	Seq_2212888
Seq_2275924	Seq_2275949
Seq_2411880	Seq_2411879
Seq_178064	Seq_178077
Seq_739969	Seq_739973
Seq_1146682	Seq_1146702
Seq_2188722	Seq_2188740
Seq_2217152	Seq_2217151
Seq_2297220	Seq_2297287
Seq_189665	Seq_189673
Seq_399281	Seq_399297
Seq_422522	Seq_422520
Seq_647370	Seq_646835
Seq_1068736	Seq_1068743
Seq_1139782	Seq_1139789
Seq_1281790	Seq_1281831
Seq_1474543	Seq_1474572
Seq_1859475	Seq_2469741
Seq_86022	Seq_86041
Seq_604694	Seq_604752
Seq_962537	Seq_962593
Seq_1096403	Seq_1096473
Seq_1169864	Seq_1169869
Seq_1258756	Seq_1258772
Seq_2200181	Seq_2200222
Seq_168802	Seq_168811
Seq_211983	Seq_212015
Seq_363551	Seq_363691
Seq_752143	Seq_752174
Seq_1334076	Seq_1334082
Seq_1389983	Seq_1390007
Seq_1730511	Seq_1730536
Seq_1962868	Seq_1962873
Seq_2159658	Seq_2159683
Seq_2187919	Seq_2187930
Seq_2272255	Seq_2272116
Seq_89196	Seq_89198
Seq_283797	Seq_283823
Seq_378984	Seq_379005
Seq_758417	Seq_758427
Seq_878136	Seq_878135
Seq_1135250	Seq_1135257
Seq_1146853	Seq_1146869
Seq_1295081	Seq_1295168
Seq_1360832	Seq_1361087
Seq_1365561	Seq_1365564
Seq_1381733	Seq_1500499
Seq_1508083	Seq_1508135
Seq_1569147	Seq_1569148
Seq_1712011	Seq_1712197
Seq_1824401	Seq_1824404
Seq_304275	Seq_304287
Seq_758089	Seq_758104
Seq_901592	Seq_901603
Seq_922491	Seq_922498
Seq_1056164	Seq_1056196
Seq_1846625	Seq_1846641
Seq_2110913	Seq_2110912
Seq_2260966	Seq_2468515
Seq_385393	Seq_385399
Seq_1098985	Seq_1099005
Seq_1164200	Seq_1163680
Seq_1367959	Seq_1820113
Seq_1617695	Seq_1617694
Seq_1636219	Seq_1636154
Seq_1811917	Seq_1811972
Seq_33085	Seq_33084
Seq_522818	Seq_522972
Seq_547680	Seq_547479
Seq_564970	Seq_564993
Seq_751574	Seq_751573
Seq_767912	Seq_767929
Seq_820233	Seq_820253
Seq_857095	Seq_857121
Seq_897544	Seq_897562
Seq_930782	Seq_930791
Seq_1220172	Seq_1220177
Seq_1271518	Seq_1271524
Seq_1486384	Seq_1486385
Seq_1778223	Seq_1778253
Seq_2142646	Seq_2142661
Seq_2158975	Seq_2158974
Seq_2171248	Seq_2171298
Seq_5035	Seq_5042
Seq_23318	Seq_23336
Seq_633853	Seq_633854
Seq_789475	Seq_789586
Seq_875840	Seq_875875
Seq_1018882	Seq_1018930
Seq_1021822	Seq_1021828
Seq_1234699	Seq_1234690
Seq_1582208	Seq_1582216
Seq_1715717	Seq_1715741
Seq_1854067	Seq_1854084
Seq_2048831	Seq_2048848
Seq_2064519	Seq_2064524
Seq_2136718	Seq_2136744
Seq_132530	Seq_132569
Seq_375517	Seq_375521
Seq_379244	Seq_379246
Seq_729282	Seq_729348
Seq_745843	Seq_745869
Seq_882644	Seq_882883
Seq_957608	Seq_957602
Seq_1084474	Seq_1084627
Seq_1098798	Seq_1098827
Seq_1124294	Seq_1124321
Seq_1127656	Seq_1127693
Seq_1183172	Seq_1183169
Seq_1213242	Seq_1214648
Seq_1412247	Seq_1412227
Seq_1618521	Seq_1618678
Seq_1935645	Seq_1935653
Seq_2264853	Seq_2264925
Seq_19323	Seq_19327
Seq_84006	Seq_84023
Seq_101479	Seq_101486
Seq_323373	Seq_323383
Seq_936477	Seq_936508
Seq_1215299	Seq_1215327
Seq_1354512	Seq_1354511
Seq_1543534	Seq_1543549
Seq_1751796	Seq_1751791
Seq_1837902	Seq_1837906
Seq_2417665	Seq_2417669
Seq_187213	Seq_187241
Seq_391777	Seq_391775
Seq_467523	Seq_467533
