Cluster_Rep.ID	Member_ID
Seq_1563768	Seq_1563756,Seq_1563760,Seq_1563761,Seq_1563762,Seq_1563765,Seq_1563792,Seq_1563793,Seq_1563794,Seq_1563856,Seq_1563859,Seq_1563861,Seq_1563864,Seq_1563867,Seq_1563870,Seq_1563872,Seq_1563874,Seq_1563876,Seq_1563888,Seq_1563910,Seq_1563912,Seq_1563917,Seq_1563936,Seq_1563993,Seq_1563996,Seq_1563998,Seq_1564002,Seq_1564045,Seq_1564053,Seq_1564061,Seq_1564065,Seq_1564067,Seq_1564085,Seq_1564089,Seq_1564091,Seq_1564095,Seq_1564129,Seq_1564134,Seq_1564136,Seq_1564138,Seq_1564194,Seq_1564196,Seq_1564199,Seq_1564202,Seq_1564208,Seq_1564211,Seq_1564212,Seq_1564263,Seq_1564266,Seq_1564269,Seq_1564272,Seq_1564275,Seq_1564277,Seq_1564328,Seq_1564330,Seq_1564333,Seq_1564336,Seq_1564339,Seq_1564341,Seq_1564343,Seq_1564389,Seq_1564396,Seq_1564405,Seq_1564409,Seq_1564414
Seq_1563128	Seq_1563097,Seq_1563100,Seq_1563130,Seq_1563140,Seq_1563172,Seq_1563174,Seq_1563177,Seq_1563179,Seq_1563180,Seq_1563183,Seq_1563185,Seq_1563197,Seq_1563199,Seq_1563202,Seq_1563206,Seq_1563242,Seq_1563243,Seq_1563245,Seq_1563286,Seq_1563291,Seq_1563300,Seq_1563303,Seq_1563304,Seq_1563305,Seq_1563323,Seq_1563324,Seq_1563327,Seq_1563336,Seq_1563370,Seq_1563373,Seq_1563376,Seq_1563377,Seq_1563482,Seq_1563483,Seq_1563494,Seq_1563495,Seq_1563497,Seq_1563498,Seq_1563499,Seq_1563505,Seq_1563507,Seq_1563544,Seq_1563564,Seq_1563565,Seq_1563566,Seq_1563569,Seq_1563603,Seq_1563604,Seq_1563672,Seq_1563721,Seq_1563771,Seq_1563826,Seq_1563828,Seq_1563832,Seq_1563923,Seq_1563956,Seq_1563959,Seq_1563963,Seq_1563966,Seq_1564360,Seq_1564661
Seq_243725	Seq_243721,Seq_243723,Seq_243724,Seq_243738,Seq_243749,Seq_243771,Seq_243773,Seq_243776,Seq_243779,Seq_243781,Seq_243795,Seq_243798,Seq_243801,Seq_243839,Seq_243862,Seq_243865,Seq_243868,Seq_243891,Seq_243894,Seq_243916,Seq_243919,Seq_243921,Seq_243945,Seq_243948,Seq_243963,Seq_243969,Seq_243971,Seq_243972,Seq_243982,Seq_243994,Seq_243996,Seq_243998,Seq_243999,Seq_244011,Seq_244020,Seq_244023,Seq_244025,Seq_244028,Seq_244031,Seq_244062,Seq_244065,Seq_244068,Seq_244071,Seq_244091,Seq_244099,Seq_244118,Seq_244120,Seq_244122,Seq_244124,Seq_244126,Seq_244158,Seq_244178,Seq_244180,Seq_244183,Seq_244186,Seq_244188,Seq_244206,Seq_244209,Seq_244210,Seq_244211
Seq_1737910	Seq_1126292,Seq_1126306,Seq_1126307,Seq_1588324,Seq_1588341,Seq_1588344,Seq_1588347,Seq_1588375,Seq_1588385,Seq_1730298,Seq_1730313,Seq_1737913,Seq_1737915,Seq_1737922,Seq_1737925,Seq_1737926,Seq_1737928,Seq_1737931,Seq_1737970,Seq_1737974,Seq_1737977,Seq_1737979,Seq_1738008,Seq_1738012,Seq_1738035,Seq_1738038,Seq_1738040,Seq_1738041,Seq_1738044,Seq_1738060,Seq_1738061,Seq_1738068,Seq_1738077,Seq_1738080,Seq_1738087,Seq_1738096,Seq_1738098,Seq_1738124,Seq_1738148,Seq_1738151,Seq_1738152,Seq_1738233,Seq_1738238,Seq_1742109,Seq_1742110,Seq_1742113,Seq_1742116,Seq_1742119,Seq_1742126,Seq_1742132,Seq_1742136,Seq_1742140,Seq_1742141,Seq_1742143,Seq_1742171,Seq_1742184,Seq_1742212,Seq_1759707
Seq_1328	Seq_1367,Seq_1368,Seq_1378,Seq_1389,Seq_1393,Seq_1399,Seq_1434,Seq_1437,Seq_1438,Seq_1441,Seq_1444,Seq_1450,Seq_1452,Seq_1454,Seq_1475,Seq_1479,Seq_1481,Seq_1483,Seq_1486,Seq_1488,Seq_1490,Seq_1496,Seq_1507,Seq_1509,Seq_1513,Seq_1519,Seq_1524,Seq_1553,Seq_1580,Seq_1581,Seq_1583,Seq_1587,Seq_1622,Seq_1677,Seq_1687,Seq_1721,Seq_1723,Seq_1726,Seq_1729,Seq_1734,Seq_1748,Seq_1750,Seq_1782,Seq_1784,Seq_1826,Seq_1828,Seq_1832,Seq_2005,Seq_2050,Seq_2051,Seq_2088,Seq_2091,Seq_2096,Seq_2145,Seq_2187,Seq_2191,Seq_2193,Seq_2247
Seq_1610687	Seq_1610725,Seq_1610729,Seq_1610746,Seq_1610761,Seq_1610770,Seq_1610780,Seq_1610800,Seq_1610826,Seq_1610862,Seq_1610864,Seq_1610886,Seq_1610889,Seq_1610892,Seq_1610898,Seq_1610934,Seq_1610945,Seq_1610973,Seq_1610975,Seq_1610982,Seq_1611009,Seq_1611029,Seq_1611043,Seq_1611048,Seq_1611050,Seq_1611064,Seq_1611076,Seq_1611077,Seq_1611089,Seq_1611102,Seq_1611132,Seq_1611133,Seq_1611138,Seq_1611140,Seq_1611146,Seq_1611148,Seq_1611168,Seq_1611186,Seq_1611200,Seq_1611201,Seq_1611224,Seq_1611253,Seq_1611255,Seq_1611276,Seq_1611278,Seq_1611324,Seq_1611326,Seq_1611353,Seq_1611356,Seq_1611382,Seq_1611409,Seq_1611428,Seq_1611489,Seq_1611997,Seq_1612000,Seq_1612006,Seq_1612018,Seq_1612040
Seq_1290783	Seq_643965,Seq_643967,Seq_643985,Seq_643986,Seq_643990,Seq_643991,Seq_643992,Seq_643996,Seq_643998,Seq_644002,Seq_644007,Seq_644008,Seq_644012,Seq_644018,Seq_644019,Seq_644033,Seq_644043,Seq_644076,Seq_644077,Seq_644078,Seq_644080,Seq_644083,Seq_644089,Seq_644098,Seq_644099,Seq_644101,Seq_644104,Seq_644106,Seq_644117,Seq_644118,Seq_644121,Seq_644156,Seq_644157,Seq_644160,Seq_644173,Seq_644179,Seq_644195,Seq_644218,Seq_644226,Seq_644229,Seq_644231,Seq_644248,Seq_644270,Seq_644363,Seq_1290787,Seq_1290788,Seq_1290790,Seq_1290796,Seq_1290825,Seq_1290826,Seq_1290851,Seq_1290873,Seq_1290890,Seq_1290900,Seq_1290998,Seq_1291204
Seq_91810	Seq_91812,Seq_91821,Seq_91822,Seq_91848,Seq_91849,Seq_91858,Seq_91865,Seq_91886,Seq_91887,Seq_91932,Seq_91935,Seq_91938,Seq_91972,Seq_91981,Seq_91984,Seq_91987,Seq_91990,Seq_92026,Seq_92030,Seq_92032,Seq_92055,Seq_92106,Seq_92108,Seq_92111,Seq_92114,Seq_92117,Seq_92120,Seq_92123,Seq_92165,Seq_92166,Seq_92169,Seq_92172,Seq_92175,Seq_92178,Seq_92217,Seq_92220,Seq_92223,Seq_92226,Seq_92262,Seq_92265,Seq_92268,Seq_92271,Seq_92273,Seq_92288,Seq_92290,Seq_92292,Seq_92294,Seq_92444,Seq_92446,Seq_92465,Seq_92466,Seq_92502,Seq_92503,Seq_92506,Seq_92507,Seq_92509
Seq_436017	Seq_436024,Seq_436025,Seq_436035,Seq_436036,Seq_436040,Seq_436051,Seq_436055,Seq_436061,Seq_436062,Seq_436068,Seq_436087,Seq_436091,Seq_436099,Seq_436100,Seq_436103,Seq_436107,Seq_436119,Seq_436133,Seq_436134,Seq_436137,Seq_436138,Seq_436141,Seq_436144,Seq_436147,Seq_436150,Seq_436155,Seq_436169,Seq_436172,Seq_436175,Seq_436178,Seq_436180,Seq_436183,Seq_436185,Seq_436190,Seq_436196,Seq_436198,Seq_436213,Seq_436216,Seq_436219,Seq_436221,Seq_436224,Seq_436236,Seq_436239,Seq_436242,Seq_436245,Seq_436268,Seq_436269,Seq_436270,Seq_436272,Seq_436275,Seq_436278,Seq_436311,Seq_436318,Seq_436328,Seq_436349
Seq_160694	Seq_160671,Seq_160673,Seq_160677,Seq_160679,Seq_160684,Seq_160687,Seq_160691,Seq_160692,Seq_160693,Seq_160738,Seq_160741,Seq_160744,Seq_160747,Seq_160755,Seq_160761,Seq_160763,Seq_160766,Seq_160819,Seq_160847,Seq_160852,Seq_160883,Seq_160895,Seq_160902,Seq_160919,Seq_160924,Seq_160935,Seq_160960,Seq_160973,Seq_160976,Seq_160994,Seq_160995,Seq_161014,Seq_161017,Seq_161036,Seq_161046,Seq_161049,Seq_161050,Seq_161052,Seq_161054,Seq_161055,Seq_161059,Seq_161073,Seq_161098,Seq_161102,Seq_161112,Seq_161114,Seq_161120,Seq_161129,Seq_161147,Seq_161149,Seq_161152,Seq_161153,Seq_161162,Seq_161541
Seq_352534	Seq_352531,Seq_352532,Seq_352564,Seq_352580,Seq_352581,Seq_352582,Seq_352587,Seq_352603,Seq_352645,Seq_352646,Seq_352650,Seq_352652,Seq_352659,Seq_352662,Seq_352672,Seq_352680,Seq_352683,Seq_352684,Seq_352685,Seq_352687,Seq_352740,Seq_352743,Seq_352788,Seq_352791,Seq_352794,Seq_352796,Seq_352798,Seq_352799,Seq_352801,Seq_352871,Seq_352874,Seq_352909,Seq_352913,Seq_352940,Seq_352943,Seq_352946,Seq_352947,Seq_352980,Seq_353004,Seq_353101,Seq_353128,Seq_353129,Seq_353132,Seq_353182,Seq_353416,Seq_353419,Seq_353420,Seq_353468,Seq_353471,Seq_353473,Seq_353556,Seq_353557,Seq_353604
Seq_449045	Seq_449076,Seq_449121,Seq_449125,Seq_449128,Seq_449131,Seq_449161,Seq_449166,Seq_449169,Seq_449172,Seq_449179,Seq_449182,Seq_449183,Seq_449227,Seq_449230,Seq_449253,Seq_449257,Seq_449260,Seq_449262,Seq_449264,Seq_449289,Seq_449292,Seq_449293,Seq_449297,Seq_449330,Seq_449333,Seq_449334,Seq_449362,Seq_449365,Seq_449366,Seq_449369,Seq_449390,Seq_449391,Seq_449419,Seq_449420,Seq_449421,Seq_449434,Seq_449436,Seq_449437,Seq_449461,Seq_449474,Seq_449475,Seq_449476,Seq_449478,Seq_449482,Seq_449484,Seq_449488,Seq_449491,Seq_449494,Seq_449497,Seq_449500,Seq_449504,Seq_449507,Seq_449509
Seq_928332	Seq_928356,Seq_928404,Seq_928407,Seq_928410,Seq_928413,Seq_928422,Seq_928426,Seq_928436,Seq_928480,Seq_928484,Seq_928501,Seq_928529,Seq_928545,Seq_928576,Seq_928579,Seq_928580,Seq_928600,Seq_928646,Seq_928662,Seq_928671,Seq_928672,Seq_928674,Seq_928689,Seq_928692,Seq_928716,Seq_928718,Seq_928720,Seq_928736,Seq_928737,Seq_928738,Seq_928780,Seq_928790,Seq_928829,Seq_928937,Seq_928987,Seq_928989,Seq_928990,Seq_928994,Seq_929047,Seq_929051,Seq_929060,Seq_929064,Seq_929145,Seq_929151,Seq_929210,Seq_929212,Seq_929216,Seq_929222,Seq_929224,Seq_929263,Seq_929307,Seq_929785
Seq_1699775	Seq_1699296,Seq_1699297,Seq_1699300,Seq_1699312,Seq_1699314,Seq_1699315,Seq_1699317,Seq_1699318,Seq_1699319,Seq_1699336,Seq_1699349,Seq_1699351,Seq_1699353,Seq_1699372,Seq_1699376,Seq_1699378,Seq_1699379,Seq_1699381,Seq_1699400,Seq_1699402,Seq_1699404,Seq_1699407,Seq_1699410,Seq_1699417,Seq_1699430,Seq_1699505,Seq_1699531,Seq_1699536,Seq_1699539,Seq_1699556,Seq_1699557,Seq_1699560,Seq_1699563,Seq_1699566,Seq_1699574,Seq_1699577,Seq_1699588,Seq_1699653,Seq_1699670,Seq_1699674,Seq_1699685,Seq_1699702,Seq_1699705,Seq_1699707,Seq_1699711,Seq_1699734,Seq_1699745,Seq_1699747,Seq_1699763,Seq_1699778,Seq_1699799
Seq_1489702	Seq_1489684,Seq_1489691,Seq_1489694,Seq_1489699,Seq_1489794,Seq_1489797,Seq_1489800,Seq_1489801,Seq_1489803,Seq_1489822,Seq_1489823,Seq_1489827,Seq_1489830,Seq_1489832,Seq_1489882,Seq_1489892,Seq_1489902,Seq_1489908,Seq_1489911,Seq_1489914,Seq_1489916,Seq_1489921,Seq_1489926,Seq_1490012,Seq_1490016,Seq_1490020,Seq_1490021,Seq_1490022,Seq_1490023,Seq_1490058,Seq_1490064,Seq_1490066,Seq_1490082,Seq_1490101,Seq_1490112,Seq_1490124,Seq_1490125,Seq_1490126,Seq_1490134,Seq_1490135,Seq_1490136,Seq_1490137,Seq_1490144,Seq_1490272,Seq_1490346,Seq_1490406,Seq_1490409,Seq_1490416,Seq_1490419,Seq_1721466,Seq_1753232
Seq_750003	Seq_749412,Seq_749446,Seq_749448,Seq_749449,Seq_749451,Seq_749452,Seq_749454,Seq_749468,Seq_749471,Seq_749474,Seq_749477,Seq_749479,Seq_749482,Seq_749484,Seq_749486,Seq_749528,Seq_749530,Seq_749531,Seq_749533,Seq_749535,Seq_749536,Seq_749538,Seq_749580,Seq_749581,Seq_749591,Seq_749593,Seq_749618,Seq_749625,Seq_749627,Seq_749638,Seq_749660,Seq_749662,Seq_749691,Seq_749694,Seq_749697,Seq_749700,Seq_749730,Seq_749733,Seq_749736,Seq_749770,Seq_749771,Seq_749774,Seq_750005,Seq_750050,Seq_750051,Seq_750053,Seq_750073,Seq_750101,Seq_750103,Seq_1749106
Seq_874213	Seq_874203,Seq_874210,Seq_874211,Seq_874225,Seq_874226,Seq_874237,Seq_874239,Seq_874252,Seq_874257,Seq_874261,Seq_874305,Seq_874307,Seq_874314,Seq_874320,Seq_874321,Seq_874322,Seq_874339,Seq_874340,Seq_874367,Seq_874372,Seq_874375,Seq_874377,Seq_874387,Seq_874388,Seq_874400,Seq_874401,Seq_874474,Seq_874479,Seq_874505,Seq_874510,Seq_874512,Seq_874515,Seq_874516,Seq_874517,Seq_874521,Seq_874537,Seq_874541,Seq_874577,Seq_874593,Seq_874602,Seq_874605,Seq_874644,Seq_874646,Seq_874659,Seq_874662,Seq_874684,Seq_874712,Seq_874722,Seq_874723,Seq_874948
